Product ID            |Product Name|Quantity|Medicento Price|MRP|Discount| - |-|Manufacturer|.|Y|0.000|0.000|0.000|0.00|,,
101030         |TRESIBA 3ML  F-PEN@|3ML|1553.60|1942.00|80.000| - |-|ABBOTT - VICTOZA|.|Y|0.000|0.000|0.000|0.00|,,
101031         |LEVILEX SYS|100ML|340.09|448.50|0.000| - |-|ABBOTT SOLVAY ( VERTIN ) |.|Y|0.000|0.000|0.000|0.00|,,
101032         |ARACHITOL 3 lac INJ|6X1ML|172.16|241.02|14.000| - |-|ABBOTT - GENERAL CARE   ZOLFRESH|.|Y|0.000|0.000|0.000|0.00|,,
101033         |ARACHITOL 6 lac INJ|6X1ML|218.91|306.48|204.000| - |-|ABBOTT - GENERAL CARE   ZOLFRESH|.|Y|0.000|0.000|0.000|0.00|,,
101034         |ARACHITOL CHEW TAB|4S|60.66|80.00|0.000| - |-|ABBOTT - GENERAL CARE   ZOLFRESH|.|Y|0.000|0.000|0.000|0.00|,,
101035         |BETONIN AST BIG|400ML|149.09|208.72|33.000| - |-|ABBOTT NOVOCARE|.|Y|0.000|0.000|0.000|0.00|,,
101036         |BETONIN AST SMALL|200ML|94.88|132.83|75.000| - |-|ABBOTT NOVOCARE|.|Y|0.000|0.000|0.000|0.00|,,
101037         |BRUFEN 200 TAB  |15S|4.42|6.19|165.000| - |-|ABBOTT - GENERAL CARE   ZOLFRESH|.|Y|0.000|0.000|0.000|0.00|,,
101038         |BRUFEN 400 TAB  |15S|8.14|11.39|451.000|19/1 - 0/0|19/5.0|ABBOTT - GENERAL CARE   ZOLFRESH|.|Y|19.000|1.000|19.000|5.00|,,
101039         |BRUFEN 600 TAB|15S|18.81|26.33|423.000| - |-|ABBOTT - GENERAL CARE   ZOLFRESH|.|Y|0.000|0.000|0.000|0.00|,,
101040         |BRUFEN JR SYP  @|60ML|7.79|10.87|0.000| - |-|ABBOTT - GENERAL CARE   ZOLFRESH|.|Y|0.000|0.000|0.000|0.00|,,
101041         |BRUFEN MR TAB  |10S|15.97|22.36|30.000| - |-|ABBOTT - GENERAL CARE   ZOLFRESH|.|Y|0.000|0.000|0.000|0.00|,,
101042         |BRUGEL ACTIFAS GEL|25GMS|102.76|143.86|17.000| - |-|ABBOTT - GENERAL CARE   ZOLFRESH|.|Y|0.000|0.000|0.000|0.00|,,
101043         |BRUSPAZ  4MG|10S|95.79|125.00|0.000| - |-|ABBOTT - GENERAL CARE   ZOLFRESH|.|Y|0.000|0.000|0.000|0.00|,,
101044         |DIGECAINE SYP|170ML|89.14|124.79|0.000| - |-|ABBOTT - GENERAL CARE   ZOLFRESH|.|Y|0.000|0.000|0.000|0.00|,,
101045         |DIGENE TOTAL TAB|10S|62.46|81.50|0.000| - |-|ABBOTT - GENERAL CARE   ZOLFRESH|.|Y|0.000|0.000|0.000|0.00|,,
101046         |DUVADILAN INJ|6x2ML|106.07|148.50|12.000| - |-|ABBOTT - GENERAL CARE   ZOLFRESH|.|Y|0.000|0.000|0.000|0.00|,,
101047         |DUVADILAN RETARD|10S|84.10|117.74|55.000| - |-|ABBOTT - GENERAL CARE   ZOLFRESH|.|Y|0.000|0.000|0.000|0.00|,,
101048         |DUVADILAN TAB|50S|108.33|151.66|13.000| - |-|ABBOTT - GENERAL CARE   ZOLFRESH|.|Y|0.000|0.000|0.000|0.00|,,
101049         |KINETONE LIQ|200ML|92.50|129.50|0.000| - |-|ABBOTT - GENERAL CARE   ZOLFRESH|.|Y|0.000|0.000|0.000|0.00|,,
101050         |PROTUSSA SYP|60ML|66.36|92.91|0.000| - |-|ABBOTT VINTAGE * endura|.|Y|0.000|0.000|0.000|0.00|,,
101051         |SACCHARIN TAB|500S|57.25|75.50|0.000| - |-|ABBOTT - GENERAL CARE   ZOLFRESH|.|Y|0.000|0.000|0.000|0.00|,,
101052         |SURBEX OSTIO TAB|10S|100.10|132.00|0.000| - |-|ABBOTT - GENERAL CARE   ZOLFRESH|.|Y|0.000|0.000|0.000|0.00|,,
101053         |SURBEX XT TAB|15S|77.31|108.24|6.000| - |-|ABBOTT NOVOCARE|.|Y|0.000|0.000|0.000|0.00|,,
101056         |.TECZINE 5MG TAB|10S|47.86|67.00|0.000| - |-|RANBAXY CROSLANDS # 1 |.|Y|0.000|0.000|0.000|0.00|,,
101057         |HYTRIN 1MG TAB|10S|130.13|182.18|15.000| - |-|ABBOTT - METABOLICS|.|Y|0.000|0.000|0.000|0.00|,,
101058         |HYTRIN 2MG TAB|10S|192.82|269.95|9.000| - |-|ABBOTT - METABOLICS|.|Y|0.000|0.000|0.000|0.00|,,
101059         |LEPTOS 10MG TAB|15S|218.67|287.00|0.000| - |-|ABBOTT - METABOLICS|.|Y|0.000|0.000|0.000|0.00|,,
101060         |LEPTOS 15MG TAB|15S|266.67|350.00|0.000| - |-|ABBOTT - METABOLICS|.|Y|0.000|0.000|0.000|0.00|,,
101061         |OBIGLO MD 0.2MG TAB|10S|47.24|62.00|0.000| - |-|ABBOTT - METABOLICS|.|Y|0.000|0.000|0.000|0.00|,,
101062         |OBIGLO MD 0.3MG TAB|10S|68.63|90.50|0.000| - |-|ABBOTT - METABOLICS|.|Y|0.000|0.000|0.000|0.00|,,
101069         |OBIMET SR 500 TAB|10S|22.33|31.26|47.000| - |-|***NO EXP * DISCONTINUED PRD|.|Y|0.000|0.000|0.000|0.00|,,
101070         |REX XR 250 TAB|15S|68.25|90.00|0.000| - |-|ABBOTT SOLVAY ( VERTIN ) |.|Y|0.000|0.000|0.000|0.00|,,
101071         |REX XR 500 TAB|10S|135.36|178.50|0.000| - |-|ABBOTT SOLVAY ( VERTIN ) |.|Y|0.000|0.000|0.000|0.00|,,
101072         |SURBEX GOLD TAB|10S|97.21|136.09|71.000| - |-|ABBOTT - METABOLICS|.|Y|0.000|0.000|0.000|0.00|,,
101073         |THYRONORM 100 TAB   |120S|113.88|159.43|364.000| - |-|ABBOTT - METABOLICS|.|Y|0.000|0.000|0.000|0.00|,,
101074         |THYRONORM 112 MG|120S|134.12|187.77|67.000| - |-|ABBOTT - METABOLICS|.|Y|0.000|0.000|0.000|0.00|,,
101075         |THYRONORM 12.5MG|120S|128.64|180.09|176.000| - |-|ABBOTT - METABOLICS|.|Y|0.000|0.000|0.000|0.00|,,
101076         |THYRONORM 125MG|120S|146.36|204.90|249.000| - |-|ABBOTT - METABOLICS|.|Y|0.000|0.000|0.000|0.00|,,
101077         |THYRONORM 137 MG|120S|163.79|229.30|0.000| - |-|ABBOTT - METABOLICS|.|Y|0.000|0.000|0.000|0.00|,,
101078         |THYRONORM 150MG|120S|147.39|206.34|63.000| - |-|ABBOTT - METABOLICS|.|Y|0.000|0.000|0.000|0.00|,,
101079         |THYRONORM 25MG TAB|120S|124.80|174.72|463.000| - |-|ABBOTT - METABOLICS|.|Y|0.000|0.000|0.000|0.00|,,
101080         |THYRONORM 50MG   |120S|93.81|131.33|533.000| - |-|ABBOTT - METABOLICS|.|Y|0.000|0.000|0.000|0.00|,,
101081         |THYRONORM 62.5 TAB|120S|131.12|183.57|42.000| - |-|ABBOTT - METABOLICS|.|Y|0.000|0.000|0.000|0.00|,,
101082         |THYRONORM 75MG|120S|123.84|173.37|41.000| - |-|ABBOTT - METABOLICS|.|Y|0.000|0.000|0.000|0.00|,,
101083         |THYRONORM 88MG|120S|143.65|201.11|47.000| - |-|ABBOTT - METABOLICS|.|Y|0.000|0.000|0.000|0.00|,,
101084         |THYROWEL CAPS|10S|90.23|126.32|25.000| - |-|ABBOTT - METABOLICS|.|Y|0.000|0.000|0.000|0.00|,,
101085         |TRIOBIMET 2MG TAB |10S|85.35|111.37|0.000| - |-|ABBOTT - METABOLICS|.|Y|0.000|0.000|0.000|0.00|,,
101086         |TRIOBIMET TAB **B|10S|62.05|81.00|0.000| - |-|ABBOTT - METABOLICS|.|Y|0.000|0.000|0.000|0.00|,,
101088         |BETONIN XT SOFT|15S|43.30|56.50|0.000| - |-|ABBOTT NOVOCARE|.|Y|0.000|0.000|0.000|0.00|,,
101089         |EPILEX 500 TAB   |10S|81.29|113.80|18.000| - |-|ABBOTT-CNS-Task Force|.|Y|0.000|0.000|0.000|0.00|,,
101090         |EPILEX CHRONO 200MG TAB|10S|83.46|116.85|86.000| - |-|ABBOTT-CNS-Task Force|.|Y|0.000|0.000|0.000|0.00|,,
101091         |EPILEX CHRONO 300 TAB|10S|73.86|103.41|15.000| - |-|ABBOTT-CNS-Task Force|.|Y|0.000|0.000|0.000|0.00|,,
101092         |EPILEX CHRONO 500 TAB|10S|114.48|160.27|26.000| - |-|ABBOTT-CNS-Task Force|.|Y|0.000|0.000|0.000|0.00|,,
101093         |EPILEX SUS    |200ML|90.95|127.33|31.000| - |-|ABBOTT-CNS-Task Force|.|Y|0.000|0.000|0.000|0.00|,,
101094         |EPILEX TAB     |10S|36.33|50.86|33.000| - |-|ABBOTT-CNS-Task Force|.|Y|0.000|0.000|0.000|0.00|,,
101095         |EPTOIN 100 TAB   |120S|148.59|208.02|67.000| - |-|ABBOTT SOLVAY ( VERTIN ) |.|Y|0.000|0.000|0.000|0.00|,,
101096         |EPTOIN 50 TAB |150S|87.59|122.62|25.000| - |-|ABBOTT SOLVAY ( VERTIN ) |.|Y|0.000|0.000|0.000|0.00|,,
101097         |EPTOIN ER 300MG $|30S|138.89|194.44|24.000| - |-|ABBOTT SOLVAY ( VERTIN ) |.|Y|0.000|0.000|0.000|0.00|,,
101098         |EPTOIN SUS $|200ML|48.90|68.46|30.000| - |-|ABBOTT SOLVAY ( VERTIN ) |.|Y|0.000|0.000|0.000|0.00|,,
101099         |LEVILEX 250MG|10S|43.23|57.01|0.000| - |-|ABBOTT SOLVAY ( VERTIN ) |.|Y|0.000|0.000|0.000|0.00|,,
101100         |LEVILEX 500|10S|87.34|115.18|0.000| - |-|ABBOTT SOLVAY ( VERTIN ) |.|Y|0.000|0.000|0.000|0.00|,,
101101         |C&F SERVICES|1|0.01|999999.00|34.000| - |-|***NO EXP * DISCONTINUED PRD|.|Y|0.000|0.000|0.000|0.00|,,
101102         |C&F EXPENCESS|1|0.01|99999.00|18.000| - |-|***NO EXP * DISCONTINUED PRD|.|Y|0.000|0.000|0.000|0.00|,,
101103         |OMEGA SYSTEM|KIT|1555.59|1900.00|0.000| - |-|ABBOTT SOLVAY ( VERTIN ) |.|Y|0.000|0.000|0.000|0.00|,,
101104         |OPTIUM STRIP|EACH|1928.57|2430.00|0.000| - |-|ABBOTT SOLVAY ( VERTIN ) |.|Y|0.000|0.000|0.000|0.00|,,
101105         |PROTHIADEN 25MG TAB|15S|86.82|121.55|228.000| - |-|ABBOTT SOLVAY ( VERTIN ) |.|Y|0.000|0.000|0.000|0.00|,,
101106         |PROTHIADEN 50 TAB|15S|170.97|239.36|61.000| - |-|ABBOTT SOLVAY ( VERTIN ) |.|Y|0.000|0.000|0.000|0.00|,,
101107         |PROTHIADEN 75MG TAB|15S|180.95|253.33|61.000| - |-|ABBOTT SOLVAY ( VERTIN ) |.|Y|0.000|0.000|0.000|0.00|,,
101108         |PROTHIADEN M  TAB|10S|208.10|291.34|68.000| - |-|ABBOTT SOLVAY ( VERTIN ) |.|Y|0.000|0.000|0.000|0.00|,,
101109         |THYROCAB  10MG @ CAP|60S|256.50|359.10|0.000| - |-|ABBOTT - GENERAL CARE   ZOLFRESH|.|Y|0.000|0.000|0.000|0.00|,,
101110         |THYROCAB 20MG CAP|60S|556.43|779.00|0.000| - |-|ABBOTT - GENERAL CARE   ZOLFRESH|.|Y|0.000|0.000|0.000|0.00|,,
101111         |THYROCAL D3 TAB|30S|184.35|258.09|17.000| - |-|ABBOTT - METABOLICS|.|Y|0.000|0.000|0.000|0.00|,,
101112         |UVOX 100MG TAB|10S|243.35|340.69|57.000| - |-|ABBOTT-CNS-Task Force|.|Y|0.000|0.000|0.000|0.00|,,
101113         |UVOX 50MG TAB|10S|139.73|195.62|49.000| - |-|ABBOTT-CNS-Task Force|.|Y|0.000|0.000|0.000|0.00|,,
101114         |ZOLFRESH 10MG TAB $|15S|100.95|141.33|159.000| - |-|ABBOTT - GENERAL CARE   ZOLFRESH|.|Y|0.000|0.000|0.000|0.00|,,
101115         |ZOLFRESH 5MG TAB $|15S|64.28|89.99|270.000| - |-|ABBOTT - GENERAL CARE   ZOLFRESH|.|Y|0.000|0.000|0.000|0.00|,,
101117         |ADIZA TAB|10S|99.34|139.08|8.000| - |-|ABBOTT-GASTRO |.|Y|0.000|0.000|0.000|0.00|,,
101118         |CREMADIET + 100GM |100GM|109.29|153.00|27.000| - |-|ABBOTT-GASTRO |.|Y|0.000|0.000|0.000|0.00|,,
101119         |CREMADIET + 300 GM  |300GM|182.40|255.36|20.000| - |-|ABBOTT-GASTRO |.|Y|0.000|0.000|0.000|0.00|,,
101120         |CREMAFFIN M/F  * PINK|225ML|137.03|191.84|453.000| - |-|ABBOTT CONS CARE|.|Y|0.000|0.000|0.000|0.00|,,
101121         |CREMAFFIN Plain * BLUE|225ML|137.03|191.84|357.000| - |-|ABBOTT CONS CARE|.|Y|0.000|0.000|0.000|0.00|,,
101122         |CREMAFFIN Plus * YELLOW|225ML|145.29|203.41|221.000| - |-|ABBOTT-GASTRO |.|Y|0.000|0.000|0.000|0.00|,,
101123         |CREMAGEL|30GM|123.95|173.53|23.000| - |-|ABBOTT-GASTRO |.|Y|0.000|0.000|0.000|0.00|,,
101125         |CREMALAX TAB|15S|90.06|126.09|162.000| - |-|ABBOTT-GASTRO |.|Y|0.000|0.000|0.000|0.00|,,
101126         |ELDICET TAB|6S|184.29|258.01|30.000| - |-|ABBOTT-GASTRO |.|Y|0.000|0.000|0.000|0.00|,,
101127         |GANATON OD TAB|10S|246.21|344.69|47.000| - |-|ABBOTT-GASTRO |.|Y|0.000|0.000|0.000|0.00|,,
101128         |GANATON TAB|10S|89.84|125.78|130.000| - |-|ABBOTT-GASTRO |.|Y|0.000|0.000|0.000|0.00|,,
101129         |GANATON TOTAL TAB|10S|274.71|384.60|172.000| - |-|ABBOTT-GASTRO |.|Y|0.000|0.000|0.000|0.00|,,
101131         |PANKREOFLAT TAB|15S|145.39|203.54|93.000| - |-|ABBOTT-GASTRO |.|Y|0.000|0.000|0.000|0.00|,,
101134         |DIGENE FAST MELT JEERA |2GMS|3.81|5.00|0.000| - |-|ABBOTT CONS CARE|.|Y|0.000|0.000|0.000|0.00|,,
101135         |DIGENE FAST MELT LEMON|2GMS|4.30|6.00|0.000| - |-|ABBOTT CONS CARE|.|Y|0.000|0.000|0.000|0.00|,,
101136         |DIGENE FAST MELT ORANGE|2GM|3.79|5.00|0.000| - |-|ABBOTT CONS CARE|.|Y|0.000|0.000|0.000|0.00|,,
101137         |DIGENE GEL MF |200ML|82.14|115.00|36.000|9/1 - 0/0|5/9.0|ABBOTT CONS CARE|.|Y|9.000|1.000|5.000|9.00|,,
101138         |DIGENE STABERY*SUGAR FREE |170ML|49.81|65.00|0.000| - |-|ABBOTT CONS CARE|.|Y|0.000|0.000|0.000|0.00|,,
101139         |DIGENE SYP MINT |200ML|82.14|115.00|184.000|9/1 - 0/0|5/9.0|ABBOTT CONS CARE|.|Y|9.000|1.000|5.000|9.00|,,
101140         |DIGENE SYP MIX FRUIT|170ML|77.75|108.85|116.000|9/1 - 0/0|5/9.0|ABBOTT CONS CARE|.|Y|9.000|1.000|5.000|9.00|,,
101141         |DIGENE SYP ORANGE |170ML|82.14|115.00|116.000|9/1 - 0/0|5/9.0|ABBOTT CONS CARE|.|Y|9.000|1.000|5.000|9.00|,,
101142         |DIGENE TAB [ORANGE]|15S|12.96|18.15|873.000|9/1 - 0/0|9/9.0|ABBOTT CONS CARE|.|Y|9.000|1.000|9.000|9.00|,,
101143         |DIGENE TAB DANGLER ASORT|12S|10.71|15.00|0.000| - |-|ABBOTT CONS CARE|.|Y|0.000|0.000|0.000|0.00|,,
101144         |DIGENE TAB MINT |15S|12.96|18.15|302.000|9/1 - 0/0|9/9.0|ABBOTT CONS CARE|.|Y|9.000|1.000|9.000|9.00|,,
101145         |DIGENE TAB MIX/F [YELLOW]|15S|12.96|18.15|937.000|9/1 - 0/0|9/9.0|ABBOTT CONS CARE|.|Y|9.000|1.000|9.000|9.00|,,
101147         |GESTON 100MG INJ|VAIL|78.37|109.73|0.000| - |-|***NO EXP * VAC|.|Y|0.000|0.000|0.000|0.00|,,
101148         |DIGENE GEL MINT (450ML)|450ML|117.02|163.83|0.000|3/1 - 0/0|3/25.0|ABBOTT CONS CARE|.|Y|3.000|1.000|3.000|25.00|,,
101149         |IFIN 500MG TAB|10S|140.00|196.00|0.000|10/1 - 0/0|5/9.0|GLENMARK GRACEWELL DERMA |.|Y|10.000|1.000|5.000|9.00|,,
101150         |CEBELIA REINFO DEPIGMENT *|30ML|2013.74|2990.00|0.000| - |-|KSHIPRA HEALTH |.|Y|0.000|0.000|0.000|0.00|,,
101151         |LYCODIA TAB    **|10S|81.36|120.00|125.000| - |-|TMS INDIA PHARMA|.|Y|0.000|0.000|0.000|0.00|,,
101152         |SHELGAIN M TAB|10S|84.75|120.00|146.000|8/1 - 0/0|8/11.0|TMS INDIA PHARMA|.|Y|8.000|1.000|8.000|11.00|,,
101153         |SHELGAIN PLUS TAB|10S|77.68|110.00|345.000|8/1 - 0/0|8/12.0|TMS INDIA PHARMA|.|Y|8.000|1.000|8.000|12.00|,,
101154         |NETICIN 300MG INJ|3ML|307.26|389.00|0.000| - |-|***NO EXP * VAC|.|Y|0.000|0.000|0.000|0.00|,,
101155         |OXONEG TAB|15S|1016.27|1499.00|15.000| - |-|IPCA BIONOVA SPECIALITY|.|Y|0.000|0.000|0.000|0.00|,,
101156         |RITOCOM TAB|30S|1225.69|1500.00|0.000| - |-|***NO EXP * VAC|.|Y|0.000|0.000|0.000|0.00|,,
101157         |KERACNYL PP CREAM|30GM|344.41|508.00|14.000| - |-|ABBOTT - DUKREY|.|Y|0.000|0.000|0.000|0.00|,,
101158         |CREASTIM SOL|2X30ML|3491.53|5150.00|9.000| - |-|ABBOTT - DUKREY|.|Y|0.000|0.000|0.000|0.00|,,
101161         |TRUDERMA SERUM|30ML|595.93|879.00|0.000| - |-|REGALIZ|.|Y|0.000|0.000|0.000|0.00|,,
101162         |CICABIO ARNICA + CREAM|40ML|688.53|975.00|0.000| - |-|***NO EXP * DISCONTINUED PRD|.|Y|0.000|0.000|0.000|0.00|,,
101163         |DENSITA SERUM|90ML|1456.95|2149.00|0.000| - |-|REGALIZ|.|Y|0.000|0.000|0.000|0.00|,,
101169         |POLYGLUSTA|EACH|550.00|770.00|0.000| - |-|***NO EXP * DISCONTINUED PRD|.|Y|0.000|0.000|0.000|0.00|,,
101171         |OBIMET V 0.2 @|10S|47.51|66.52|0.000| - |-|***NO EXP * DISCONTINUED PRD|.|Y|0.000|0.000|0.000|0.00|,,
101172         |OBIMET V 0.3|10S|47.51|66.52|0.000| - |-|***NO EXP * DISCONTINUED PRD|.|Y|0.000|0.000|0.000|0.00|,,
101173         |PROTHIADEN M 50|10S|154.65|216.51|28.000| - |-|ABBOTT SOLVAY ( VERTIN ) |.|Y|0.000|0.000|0.000|0.00|,,
101174         |ADGAIN CAP            46|10S|149.15|220.00|175.000| - |-|CIPLA XTERNA TEAM 2|.|Y|0.000|0.000|0.000|0.00|,,
101175         |ZOLFRESH CR 12.5MG TAB $|10S|90.00|126.00|0.000| - |-|ABBOTT - GENERAL CARE   ZOLFRESH|.|Y|0.000|0.000|0.000|0.00|,,
101176         |ZOLFRESH CR 6.25MG $|10S|72.14|101.00|0.000| - |-|ABBOTT - GENERAL CARE   ZOLFRESH|.|Y|0.000|0.000|0.000|0.00|,,
101177         |RYZODEG F/T PEN  @(CC)|3ML|1056.00|1320.00|34.000| - |-|ABBOTT- NOVO PM|.|Y|0.000|0.000|0.000|0.00|,,
101178         |HEPTRAL TAB|10S|758.49|1061.89|16.000| - |-|ABBOTT GI PROSPERA|.|Y|0.000|0.000|0.000|0.00|,,
101179         |ARACHITOL NANO 60K SOLU|4X5ML|204.66|286.52|90.000| - |-|ABBOTT - GENERAL CARE   ZOLFRESH|.|Y|0.000|0.000|0.000|0.00|,,
101180         |LACOXA 50MG TAB|10S|42.17|59.04|0.000| - |-|ABBOTT SOLVAY ( VERTIN ) |.|Y|0.000|0.000|0.000|0.00|,,
101181         |LACOXA 100MG TAB|10S|81.64|114.29|37.000| - |-|ABBOTT SOLVAY ( VERTIN ) |.|Y|0.000|0.000|0.000|0.00|,,
101182         |LACOXA 200MG TAB|10S|131.16|183.62|0.000| - |-|ABBOTT SOLVAY ( VERTIN ) |.|Y|0.000|0.000|0.000|0.00|,,
101183         |GONAL F 75|VIAL|1526.54|1899.70|0.000| - |-|***NO EXP * VAC|.|Y|0.000|0.000|0.000|0.00|,,
101184         |DUPHASTON   TAB |10S|480.36|672.51|17.000| - |-|ABBOTT WOMEN HEALT (DUPH) |.|Y|0.000|0.000|0.000|0.00|,,
101185         |PRECREA TAB|60S|468.75|750.00|0.000| - |-|ABBOTT - METABOLICS|.|Y|0.000|0.000|0.000|0.00|,,
101186         |COLOSPA-X TAB|15S|198.13|277.38|28.000| - |-|ABBOTT GI PRIMA ( DUPHALAC )|.|Y|0.000|0.000|0.000|0.00|,,
101187         |DUPHALAC 250ML SYP|250ML|218.00|286.12|269.000| - |-|ABBOTT GI PRIMA ( DUPHALAC )|.|Y|0.000|0.000|0.000|0.00|,,
101188         |NOVOMIX 50 PENFIL*BOX(CC)|5*3ML|2661.60|3327.00|23.000| - |-|ABBOTT- NOVO PM|.|Y|0.000|0.000|0.000|0.00|,,
101189         |MEFTAL SPAS SUS BIG|60ML|50.00|70.00|65.000|9/1 - 0/0|5/9.0|BLUE CROSS |.|Y|9.000|1.000|5.000|9.00|,,
101190         |SNAPIT TAB|2S|68.21|95.50|11.000| - |-|ABBOTT SOLVAY ( VERTIN ) |.|Y|0.000|0.000|0.000|0.00|,,
101191         |PANKREOFLAT LIQUID|100ML|98.31|145.00|26.000| - |-|ABBOTT-GASTRO |.|Y|0.000|0.000|0.000|0.00|,,
101192         |TRUDERMA SUNSCREEN GEL|50GM|609.49|899.00|0.000| - |-|REGALIZ|.|Y|0.000|0.000|0.000|0.00|,,
101193         |FOLIRICH HAIR GROWTH SERUM|60ML|846.78|1249.00|0.000| - |-|REGALIZ|.|Y|0.000|0.000|0.000|0.00|,,
101194         |TRUDERMA MOISTURIZING LOTION|150ML|609.49|899.00|0.000| - |-|REGALIZ|.|Y|0.000|0.000|0.000|0.00|,,
101195         |SALDAN SHAMPOO|100ML|235.00|329.00|0.000| - |-|REGALIZ|.|Y|0.000|0.000|0.000|0.00|,,
